71,180
68,160
68,205
66,175
77,213
69,175
72,250
74,211
70,220
72,160
70,195
69,155
72,230
75,250
68,200
69,196
67,170
70,215
70,167
70,202
71,165
66,163
66,175
79,215
70,212
64,135
73,230
71,176
69,178
73,200
75,168
71,205
65,150
74,198
71,151
71,194
68,150
74,275
68,170
69,193
70,135
67,188
73,175
68,190
70,215
66,145
69,155
69,185
75,222
66,190
